label,id,date,stuff,name,text
"4","1971413149","Sat May 30 07:03:07 PDT 2009","NO_QUERY","snowleopardess","@andrewmilton In this heat-you must be mad! "
"0","1990121017","Mon Jun 01 03:56:55 PDT 2009","NO_QUERY","AlinaBanana","i miss honeydew sago with coconut jelly "
"4","1989941789","Mon Jun 01 03:20:50 PDT 2009","NO_QUERY","negrita","@nubiancounsel safe trip, sis. welcome back to the continent! "
"4","1834895852","Mon May 18 04:32:39 PDT 2009","NO_QUERY","britseel","The last full week of school! "
"4","1558069577","Sun Apr 19 07:09:10 PDT 2009","NO_QUERY","joemaclover","@ktsummer thanks! i'll be sure to check it out! "
"4","1824449390","Sun May 17 01:25:57 PDT 2009","NO_QUERY","HSALPS","Gaga on @Rove1974 tonight! Exciting! "
"0","2209971039","Wed Jun 17 11:01:00 PDT 2009","NO_QUERY","srxtclay","@lauradoeslaura but that fell thru like a motherfucker...so funds for three days of loll just doesn't see. To be in the cards. "
"4","2182555123","Mon Jun 15 13:19:39 PDT 2009","NO_QUERY","kimjensen","@cbrekke you have my sympathy  nightynight"
"4","1751503577","Sat May 09 19:36:13 PDT 2009","NO_QUERY","hella_gnarly","I wanna be like vocabulary donna, all in Chicago.    I need to put wu tang 8 diagrams on my ipod  that CD reminds me of someone special"
"0","1975768412","Sat May 30 15:51:40 PDT 2009","NO_QUERY","SN33KY_BASTARD","just walked my girlfriend back home and i am bored. "
"4","1792819638","Thu May 14 00:21:15 PDT 2009","NO_QUERY","alanahhh","'bout to go to marion. late night shopping!! "
"0","1970087279","Sat May 30 02:24:07 PDT 2009","NO_QUERY","the_valiant","we NZers feel left out mars  #marsiscoming #marsiscoming #marsiscoming #marsiscoming #marsiscoming #marsiscoming #marsiscoming"
"4","1770923291","Mon May 11 22:38:19 PDT 2009","NO_QUERY","styliiista","@taraellis19  so soothing... I'm ready for bed now lol...."
"4","2013113154","Tue Jun 02 21:56:56 PDT 2009","NO_QUERY","TheDEXpress","@girlmeetsgod Nakanaaaaaa...HAPPINESS!  Congratulations! "
"4","1823993147","Sat May 16 23:40:13 PDT 2009","NO_QUERY","therealsecret","All matter is energy, all energy is information. Information is thought, thought is consciousness. Consciousness is All That Is "
"4","1551396085","Sat Apr 18 08:56:57 PDT 2009","NO_QUERY","kolortissue","@crazyjoe23 haha! I m currently at PSU!  just chilling got nothing much to do la~"
"4","1559612551","Sun Apr 19 11:35:50 PDT 2009","NO_QUERY","shaneosaurusrex","@MaxGeiger Haha, sicklee. Jealous of your job, btw.  "
"0","2200236834","Tue Jun 16 18:37:25 PDT 2009","NO_QUERY","zoelynn602","Is bored and wants to hang out with a friend she is also lonely today "
"4","1880896444","Fri May 22 02:53:26 PDT 2009","NO_QUERY","vision365","@AubreyODay  Me thinks you have a pic twin.I swear Mel B resembles u in this one  http://tinyurl.com/olakwd"
"4","2052521716","Sat Jun 06 01:01:11 PDT 2009","NO_QUERY","shanajaca","@granuaile I have been voting every 20 min when the site was up but i will be glad when the stupid game is up lol  XX"
"0","2181198298","Mon Jun 15 11:30:07 PDT 2009","NO_QUERY","Ballerinaxxx","ewww, school again tomorrow "
"0","1963545009","Fri May 29 12:53:06 PDT 2009","NO_QUERY","MellowDownEasyx","@jennifalconer I haven't heard Greg before I'm scared , I've heard he's rather freaky  x"
"0","1824257904","Sun May 17 00:38:08 PDT 2009","NO_QUERY","tweetArchie","Wow today not much people is at twitter!! "
"4","1984464507","Sun May 31 15:09:33 PDT 2009","NO_QUERY","BeckyDouglas","@Sjmcg316 Yeah, the plan didn't really work. Your blog won't be deactivated, you should write some more, I'd read it "
"4","2046409502","Fri Jun 05 12:08:17 PDT 2009","NO_QUERY","fishyelfhae","oish! @topoppa.penyu is on the brink of extinction!cant give ya one!but..i can give ya the sand&amp;later on u'll be like sandy frm spongebob "
"0","2227207653","Thu Jun 18 12:54:38 PDT 2009","NO_QUERY","sschweiger","http://twitpic.com/7qguu - i hit my ankle of the door yesterday and this is what i got. "
"4","2175051215","Sun Jun 14 23:58:02 PDT 2009","NO_QUERY","therealsecret","@RadioSRQ Thank You soo much  #gratitude"
"4","1978312184","Sat May 30 22:59:48 PDT 2009","NO_QUERY","BrittanyFoden","@petewentz him and I have the same birthday! so be sure to tell him I also say happy birthday "
"0","2223741444","Thu Jun 18 08:39:17 PDT 2009","NO_QUERY","danniannie","@maaria_khan i get taylor presale and i want to go "
"4","2054874484","Sat Jun 06 08:15:21 PDT 2009","NO_QUERY","AdiaKimara","Broke the eating habit code w/Aiza by eating lobster pizza @1am. Going to pick up my car and get my beyonce booty work out on! (Gym) LOL "
"4","1970286970","Sat May 30 03:13:57 PDT 2009","NO_QUERY","originalhayley","thinks its great Twitter says &quot;That's a Nice Picture&quot; when u upload a profile pic is there such a thing haha "
"0","2015466623","Wed Jun 03 04:44:27 PDT 2009","NO_QUERY","SammyyJadee","@OhSweetNibblets anywhere i can get a job LOL ive had interviews twice at a fancydress store, topshop, argos and pets at home but no luck "
"4","1824843318","Sun May 17 03:11:06 PDT 2009","NO_QUERY","Dutchrudder","@jacqueline47 no no no it is too wet !!!! Belive him !!!! "
"0","1833543230","Sun May 17 23:37:38 PDT 2009","NO_QUERY","vivac","Spilt coffee all over my office desk!! What a mess "
"0","2244286965","Fri Jun 19 14:32:54 PDT 2009","NO_QUERY","didilago","Is back soon for a new study session "
"4","1933186543","Tue May 26 23:13:20 PDT 2009","NO_QUERY","haushinka_lied","happy birthday to my daddy! "
"0","2063191368","Sun Jun 07 01:42:07 PDT 2009","NO_QUERY","BeanieBuns","@smelsquare So fun.  Thank you!"
"4","1974992645","Sat May 30 14:13:22 PDT 2009","NO_QUERY","babyvamp","@FamewhoresSUCKS thats why i was so upset before, she only replied to the twits about justin. :| anyway lol justin read your twit! "
"4","1827861542","Sun May 17 11:36:03 PDT 2009","NO_QUERY","lynnzeheralis","Maalllll with mi madre "
"4","1992772755","Mon Jun 01 09:17:51 PDT 2009","NO_QUERY","DrummerJ537","Had fun at the show.....THANKS TO EVERYONE THAT CAME OUT "
"0","1986653703","Sun May 31 19:08:17 PDT 2009","NO_QUERY","sandysandy","@Costus I envy you energy for a drink. All I did was eat dimsum, bit o football, then parked on the couch all night. "
"4","2062905049","Sun Jun 07 00:41:40 PDT 2009","NO_QUERY","DougsButtercup","Morning  quite cloudy today, but not quite a bad day so far "
"4","2013472873","Tue Jun 02 22:45:38 PDT 2009","NO_QUERY","michxxblc","@leftwanting @sarah_marina Oh snap! We could hit up Boston next month to see LFO! "
"4","1556510313","Sat Apr 18 23:07:24 PDT 2009","NO_QUERY","whateverloren","@nicabhabee aw, ionica. we'll miss you!  take care. see ya!"
"0","1973460925","Sat May 30 11:11:31 PDT 2009","NO_QUERY","BlueEyedGirl18","@crackedknuckles awww well im glad u dont think tht anymore, nd curt that grass was really ichy  lmao"
"0","1755465033","Sun May 10 09:12:30 PDT 2009","NO_QUERY","XxJess24xX","@xx_Megan_xx Marvin will be though :p there's 40 mins to go but it's 3-0 now!  No chance of a comeback now LOL :p"
"4","2049421138","Fri Jun 05 16:51:05 PDT 2009","NO_QUERY","brittney_316","is excited to hang out with the gang tonight   Should be fun!"
"0","1751633148","Sat May 09 19:54:35 PDT 2009","NO_QUERY","alronberg","I am feeling a little bad for how little i have been able to do to make Mother's Day super-special for Mrs Al... "
"4","1834821925","Mon May 18 04:18:48 PDT 2009","NO_QUERY","LeeRosa","is on cloud 9 - Go Magic | Pictures and Videos Posted from the Evening Festivities | 2 appointments today - setting 2 "
"0","2326168901","Thu Jun 25 06:39:14 PDT 2009","NO_QUERY","SoulStar4Eva","Home with a belly ache "
"0","1836189418","Mon May 18 07:32:37 PDT 2009","NO_QUERY","flufftheelder","Headache "
"4","1979682723","Sun May 31 04:04:50 PDT 2009","NO_QUERY","wyverndust","@monodramatic thanks!!!! "
"0","2012715483","Tue Jun 02 21:09:10 PDT 2009","NO_QUERY","AlyssaND13","my foot's asleep and I can't move "
"0","1985172300","Sun May 31 16:34:38 PDT 2009","NO_QUERY","adktriguy","All packed up ready to leave fillmore  http://mypict.me/2e79"
"4","2067216219","Sun Jun 07 11:57:29 PDT 2009","NO_QUERY","cascandar","@pablosu  You Too!! Thankiesss"
"4","1880956148","Fri May 22 03:05:43 PDT 2009","NO_QUERY","deathcab4candi","I can't think of a better way to waste the night  G'night at 6am."
"4","2039754666","Thu Jun 04 22:43:23 PDT 2009","NO_QUERY","chantaleto","@jemima_blue thanx sweet Trace! wishing you a great friday too  x"
"4","1836242774","Mon May 18 07:38:41 PDT 2009","NO_QUERY","James_Dean86","@jillhanner try and meet him after the show or somthing? worth a shot right? "
"4","1967773347","Fri May 29 20:11:11 PDT 2009","NO_QUERY","maraishaj","Bulletin-board-ing! My 'bulletin board' is a piece of styrofoam.  Literally.   I feel like smilies!!! "
"0","2257433061","Sat Jun 20 14:19:46 PDT 2009","NO_QUERY","lobstress","meanwhile, larry and tracy are getting it on next door, and my soup won't be ready until tomorrow at least "
"0","2055232158","Sat Jun 06 08:56:49 PDT 2009","NO_QUERY","SarahCyrus","@LisaHopeCyrus yea  i need 35 in such shoes."
"0","1981293580","Sun May 31 08:51:00 PDT 2009","NO_QUERY","dltodd62","@JacqulineAnn maybe we are going to get some food.  I have problems with my twitter right now "
"0","1675822042","Fri May 01 20:24:43 PDT 2009","NO_QUERY","acmebaby","My mommy doesn't want me to watch TV. "
"4","2010644309","Tue Jun 02 17:43:43 PDT 2009","NO_QUERY","CjW85","@Michael_Cera Got to be careful man, sequels are a poison chalice.  I'm sure you fellas could make it work though."
"0","2008162509","Tue Jun 02 13:42:55 PDT 2009","NO_QUERY","grahamradio","Joined LinkedIn only to discover I don't fit in! It's all managerial types — doubt they'll want to be friends with a phone-in presenter! "
"4","2174976115","Sun Jun 14 23:46:26 PDT 2009","NO_QUERY","Han_nahXD","stoked for the zoo. "
"0","1966242915","Fri May 29 17:23:53 PDT 2009","NO_QUERY","jamisloan","@prettyrach I am 100% jealous.  wish I had some"
"4","2014694852","Wed Jun 03 02:22:44 PDT 2009","NO_QUERY","TheAllotmenteer","Whoo-hoo! Picked a good punnet of Dorset Strawberries from the allotment last night ... Can't by those at Tesco "
"0","2205312780","Wed Jun 17 04:27:43 PDT 2009","NO_QUERY","Ashraf_Bashir","OOOFFF a miss a nice occasion while bing in lunch  ooooffff "
"0","2058885790","Sat Jun 06 15:49:26 PDT 2009","NO_QUERY","AnotherMoment","http://twitpic.com/6s6se - Brittney's dog's hair got really matted. Poor thing looks like a naked mole rat. "
"4","1791810004","Wed May 13 21:10:26 PDT 2009","NO_QUERY","hillaryscheidl","whatever makes you happy ,. "
"0","2057949573","Sat Jun 06 13:58:28 PDT 2009","NO_QUERY","knoxville1","@josiebennett Welcome home - Sucks the weather is rubbish for u sorry I built it up!! "
"0","2193780207","Tue Jun 16 08:55:17 PDT 2009","NO_QUERY","AmberInsch","finished the worst exam of my life at last!! Pressure lifted but still quite sad the whole things over now "
"0","2046684929","Fri Jun 05 12:32:32 PDT 2009","NO_QUERY","_mayumi","just ordered slumdog millionaire on amazon, they should use paypal "
"0","1565072533","Mon Apr 20 05:49:09 PDT 2009","NO_QUERY","WooopJess","@snowtiger86 Have fun  Im not going to ucap tour "
"4","1985402643","Sun May 31 17:02:13 PDT 2009","NO_QUERY","tinamacdonald","Sooo addicted to Farming game on Facebook that I've got nothing else done. lol. Oh woe is me.. Poor kids.. Neglected. Nah not true. "
"0","2322491364","Wed Jun 24 22:42:48 PDT 2009","NO_QUERY","abtits","i'm going to miss you abraham "
"0","2257249027","Sat Jun 20 14:02:09 PDT 2009","NO_QUERY","phiebs","@ktdv1 tell me about it  Get well soon!"
"4","1996656082","Mon Jun 01 15:27:29 PDT 2009","NO_QUERY","sammi_kay","Work is gonna drag so much this morning.. Can't wait for hangs with James tonight "
"0","2056341645","Sat Jun 06 10:58:15 PDT 2009","NO_QUERY","elizabetty","@p0pisdead thanks for the tips.  I'm definitly gonna invest in a steamer.  "
"0","1973536444","Sat May 30 11:20:30 PDT 2009","NO_QUERY","bigboy39a","going out to family gathering! Oh what joy! "
"4","1982565515","Sun May 31 11:27:50 PDT 2009","NO_QUERY","DanyellJoy","is goin swimming with christin, gabby, moses, george, nathan, alex and preston "
"4","2049577887","Fri Jun 05 17:07:32 PDT 2009","NO_QUERY","pbford","@shontilynn I want some!!!  "
"4","2058482610","Sat Jun 06 15:01:53 PDT 2009","NO_QUERY","kimmyland","Just made cupcakes for the guys. They're out at paintball. "
"4","2190317250","Tue Jun 16 02:22:54 PDT 2009","NO_QUERY","MMnvl","@Rombemel you smell like communication shitty teen spirit    "
"0","1977921964","Sat May 30 22:00:48 PDT 2009","NO_QUERY","luckygnahhh","@boomx17 no  I looked for them too! but I didn't see any"
"4","2052205875","Fri Jun 05 23:59:17 PDT 2009","NO_QUERY","Emmilene","@MisShammie dude. i was way cool before you lol'fest "
"4","2056552952","Sat Jun 06 11:21:19 PDT 2009","NO_QUERY","TylerMcConnell","Going to town to get groceries, having taco salad today, yum "
"4","1825283829","Sun May 17 05:06:41 PDT 2009","NO_QUERY","Justusj","@Lee02twins uh oh culture gap  :p but then you will have more fun with the star trek movie then i had "
"4","1981770653","Sun May 31 09:51:29 PDT 2009","NO_QUERY","kfishwick","Another awesome day in beautiful BC.  Heading out to the lake in 15. "
"4","1573169312","Tue Apr 21 00:00:10 PDT 2009","NO_QUERY","Unilove","@faded_girl soon as they make a movie encouraging KIVA lending, then I'll encourage movie outings to see it   they're not hurting for $$"
"4","2046546066","Fri Jun 05 12:20:15 PDT 2009","NO_QUERY","projectcloud","@jd_seagraves The internet is your friend. Luckily I started working in a garden at the age of 9, so for me it's a bit natural.  Altho..."
"0","1793606438","Thu May 14 03:20:12 PDT 2009","NO_QUERY","DazzlemeSpunk","i ate too much "
"0","1957315485","Fri May 29 00:08:04 PDT 2009","NO_QUERY","MaryMooh","@MooNooH I don't understand anything, HELP "
"4","1836519019","Mon May 18 08:08:30 PDT 2009","NO_QUERY","badmsm","Good morning! Hope your Monday is off to a good start. Mine will be after a steaming cup o'Joe! "
"4","2002672240","Tue Jun 02 04:51:58 PDT 2009","NO_QUERY","smiley92","@mileycyrus http://twitpic.com/6fvzh - you two look great "
"0","2065088640","Sun Jun 07 07:52:04 PDT 2009","NO_QUERY","LucyLikee","Went swimming yesterday had loads of fun but it was raining so could go shopping for long afterwards  Oh well i will go at the weekend x"
"4","1827650825","Sun May 17 11:09:34 PDT 2009","NO_QUERY","willyouatme","Beverly Hills: check. Now, onto Staples Center! W00t!!!  #Lakers #NBA #Playoffs"
"0","2255476729","Sat Jun 20 11:19:17 PDT 2009","NO_QUERY","lilianalnyc","is getting ready to go to long island and be with family tonight ... mom is leaving to Paraguay tomoro  .."
"4","1967606048","Fri May 29 19:53:19 PDT 2009","NO_QUERY","jellybeans1","@Ulixis that's pretty sweet "
"4","2068856450","Sun Jun 07 14:49:30 PDT 2009","NO_QUERY","inkasrain","@slerner I think I'm going to start like that  thank you so much for the speeches, they're really helpful!"
"4","2014285558","Wed Jun 03 01:01:50 PDT 2009","NO_QUERY","finestimaginary","@lovelylildeer also I meant to say, I'll get on with those questions as soon as I have a spare minute this weekend! "
"0","1967885993","Fri May 29 20:23:20 PDT 2009","NO_QUERY","hollylvssw","@missdestructo Heya I'm right there with you........with the whole broke thing "
"0","2257221827","Sat Jun 20 13:59:45 PDT 2009","NO_QUERY","NikkiC66","@csiriano 24 Prince is amazing! If only my boyfriend didn't have a parasite from the amazon "
"0","1994088306","Mon Jun 01 11:23:43 PDT 2009","NO_QUERY","EwanB1988","I'm rather bored now "
"0","1967741915","Fri May 29 20:07:50 PDT 2009","NO_QUERY","foryzzle","Twitter- it's a Friday night I feel like I should be doing something. But I'm so pooped! Bad day at work "
"4","1970943232","Sat May 30 05:44:22 PDT 2009","NO_QUERY","CeliaDyer","@mkabir Ha ha, my omniabscence  (Too much work to Twitter like I should). Just heard Thurs late email Rossella is driving this weekend."
"4","2186505886","Mon Jun 15 18:56:17 PDT 2009","NO_QUERY","Irisheyz77","@ANHolt84 DC is awesome...but would be awesomer if Thriving Ivory was there too. "
"4","1686803617","Sun May 03 06:49:39 PDT 2009","NO_QUERY","King2DayOk","is going to sea world! "
"0","2014207080","Wed Jun 03 00:47:13 PDT 2009","NO_QUERY","dell_is_rad","@thingswecarry are you going?? rrrrrr i hate you. i missed out "
"4","2052051069","Fri Jun 05 23:31:02 PDT 2009","NO_QUERY","Lesleeey","Just finished painting my nails 'tequila sunrise' "
"0","1695694669","Mon May 04 06:44:23 PDT 2009","NO_QUERY","rannyhillen","My brain was so stucked i dont know what to write on this hell script of drama "
"4","2001508022","Tue Jun 02 01:06:51 PDT 2009","NO_QUERY","sardus","@timlovejoy check out our homage to crossbar challenge http://phaze.me/c7c5 let me know what you think? "
"0","2052411442","Sat Jun 06 00:38:27 PDT 2009","NO_QUERY","joeykinz","@AlanCarr omg i love britney!!!!!!! was gutted i couldnt see it "
"4","1835868491","Mon May 18 06:55:04 PDT 2009","NO_QUERY","rittsu","@fronx I got one, too  Thx @tlossen"
"0","1966440558","Fri May 29 17:46:17 PDT 2009","NO_QUERY","chelikay","watching the notebook "
"4","1686802430","Sun May 03 06:49:23 PDT 2009","NO_QUERY","AndreaCBostwick","Awesome that the marathon passes right by my bed room window.  Woke up to some cheering.  Too bad it was not for me "
"4","2179296500","Mon Jun 15 08:54:49 PDT 2009","NO_QUERY","Wd2048","@jmcmellen I follow this one electronic deals @neddeals, but constant updates. i was inundated... tweetdeck let's me break them out sep "
"4","2187019651","Mon Jun 15 19:40:21 PDT 2009","NO_QUERY","zionsphere","come check out my new blog !  http://bit.ly/AxlyS"
"4","2003792918","Tue Jun 02 07:09:25 PDT 2009","NO_QUERY","bexie","@cheborashka oh rediscovering the rock opera? An underrated music genre "
"0","1827692283","Sun May 17 11:14:49 PDT 2009","NO_QUERY","TheLadyJane","@mahika I will let you know! My sister just got home so we might watch something else.  I'll tweet you."
"4","2177558980","Mon Jun 15 06:19:03 PDT 2009","NO_QUERY","Bobby_Dore15","feeling really tired for the first day of classes. haha but i feel good bout everything. "
"4","2001895362","Tue Jun 02 02:26:57 PDT 2009","NO_QUERY","thisgoeshere","@Ilkee dream about the fc boys! remind me to tell you!!! "
"4","2185239730","Mon Jun 15 17:05:19 PDT 2009","NO_QUERY","Liberalviewer1","@EdenSol Where would we writers be without it? But, use it wisely, my child, you don't know the powers it can unleash!  "
"4","2186788716","Mon Jun 15 19:20:19 PDT 2009","NO_QUERY","jamgelua","@Soundboy6 hey  I've been pretty good. just bought sims 3 and im loving it. haha. how have you been mister? top up ur account asap!!!!"
"4","1883433883","Fri May 22 08:32:42 PDT 2009","NO_QUERY","KCLAnderson","@poundsbegone Thanks for asking...certainly not the end of the world or anything "
"4","2179557634","Mon Jun 15 09:16:00 PDT 2009","NO_QUERY","Coraliiz","2 days and this girl is in Puerto Rico AGAIN  Cant wait to see my family. [But for now I just have to keep studying for finals,ugh!]"
"0","1977471194","Sat May 30 21:02:34 PDT 2009","NO_QUERY","fefetaktak","ok, i'm off to bed. have to study tomorrow... missing my guys!  xx"
"4","2174554129","Sun Jun 14 22:47:54 PDT 2009","NO_QUERY","PubWalker","@lillibet56 Congratulations on making it into the best 200 Summer Pubs! Read about it first on your blog "
"0","2183990437","Mon Jun 15 15:15:50 PDT 2009","NO_QUERY","BeBo_Evilbunny","@dudinhamelo Cool, Wish she reply 2 me one day!   Happy B.day!! =D xoxo ya hope she wishes u happy bday! =D"
"0","2206256007","Wed Jun 17 06:15:29 PDT 2009","NO_QUERY","SarahLovesMcTom","Back from bootsale got nearly £40 profit, we didnt seem to sell much stuff though!?! I'm really tired "
"4","1995084469","Mon Jun 01 12:55:33 PDT 2009","NO_QUERY","Staceyhay","kids on minimum day today.  Will be home any min.  Julia had a singing performance and used sign language.  She was so cute.  "
"4","2051106229","Fri Jun 05 19:52:28 PDT 2009","NO_QUERY","Jess_kahh","@clippy192 Oh. Congrats.  WELL, I now live with my mom."
"0","1752696452","Sat May 09 22:41:08 PDT 2009","NO_QUERY","cwgibbs","@huioaloha Are you there without me "
"4","1989063264","Mon Jun 01 00:13:31 PDT 2009","NO_QUERY","Ariadnex","@choochoobear Thank you so much for putting the kibosh on that!! I like knowing that it's not worth the energy to hope for that. "
"0","1964503780","Fri May 29 14:20:24 PDT 2009","NO_QUERY","GingerNinja_UK","Didn't get chance to pick up my copy of Guitar Hero: Metallic yet "
"0","2014185033","Wed Jun 03 00:43:02 PDT 2009","NO_QUERY","Anicich","i'm so.... sed... "
"0","2182501681","Mon Jun 15 13:15:19 PDT 2009","NO_QUERY","kim_lion","bad tension headache "
"4","1967324465","Fri May 29 19:22:24 PDT 2009","NO_QUERY","RayleneOrnelas","@theBrandiCyrus I'll vote! "
"0","2225974757","Thu Jun 18 11:22:38 PDT 2009","NO_QUERY","hazeliz","TODAY is a BAD DAY!!!!!!!!!!!!!!!!!!!!! Help me make it better please "
"0","1986106395","Sun May 31 18:20:01 PDT 2009","NO_QUERY","kwolfie79","watching the hills finale! bye bye lauren "
"0","1994080498","Mon Jun 01 11:22:57 PDT 2009","NO_QUERY","bigpix2000","@NongLing looks like fun but hard when I am at work "
"4","2048391053","Fri Jun 05 15:07:24 PDT 2009","NO_QUERY","zoeyjordan","@top20reos why thank you sir "
"4","1573513525","Tue Apr 21 01:31:36 PDT 2009","NO_QUERY","sangriaz","@StarSlay3r Mortal Kombat movie is awesome... Just wish it had more blood and gore "
"4","2001211498","Tue Jun 02 00:10:18 PDT 2009","NO_QUERY","noraxphobia","Today, I am finally free. "
"0","2175857845","Mon Jun 15 02:12:02 PDT 2009","NO_QUERY","Lemmings123jump","Just back from the dentist  I can't feel my face"
"0","2257862924","Sat Jun 20 15:00:54 PDT 2009","NO_QUERY","S3anyB0i","oft F1 Grand Prix qualifying was good,   hamilton Starting 19th Tomorrow "
"4","2065217435","Sun Jun 07 08:08:37 PDT 2009","NO_QUERY","alanagwinner","Haha Brodie has tummy time with his kitty Sasquatch  http://twitpic.com/6txo7"
"0","1556854553","Sun Apr 19 00:40:46 PDT 2009","NO_QUERY","_amberlovely","@tommcfly i always set the alarm off. ALWAYS. "
"0","2018844505","Wed Jun 03 10:36:01 PDT 2009","NO_QUERY","WorkAtHomeSpace","Homebasics.ca have discontinued sending their mags out. I can't bring my desktop PC in my bed or out on the patio. "
"4","1983485999","Sun May 31 13:14:54 PDT 2009","NO_QUERY","WVOT","Well we definitely have our work cut out for us, now onto super top secret negotiations! "
"0","2249115274","Fri Jun 19 21:44:48 PDT 2009","NO_QUERY","melissalola","isnt youtubing anymore "
"4","1965880288","Fri May 29 16:42:51 PDT 2009","NO_QUERY","frostola","@steverubel Thanks again for the great lunch and the fantastic discussion. The gadget review was an awesome bonus! "
"0","2235728056","Fri Jun 19 01:55:50 PDT 2009","NO_QUERY","endlessblush","@linda360 yeppers - just today.    how are you today lovely - how was work? whatcha doing tonight?  i'm drinking, alone, at home.  I rock!"
"4","1556142830","Sat Apr 18 21:47:15 PDT 2009","NO_QUERY","CodyfromOhio","@LeahWolf  Thanks Leah."
"0","1834369576","Mon May 18 02:40:24 PDT 2009","NO_QUERY","uberwombat","@lizzlaw !! zomg.  Don't worry, try again! Many people pass on their second try."
"4","2062172862","Sat Jun 06 22:31:03 PDT 2009","NO_QUERY","MaximillianS","gotta keep the twittering to a minimum! its getting me in all sorts of trouble... hehehe "
"4","1971693897","Sat May 30 07:41:15 PDT 2009","NO_QUERY","MadSkillz360","Looking for new tweets "
"4","1880571690","Fri May 22 01:43:08 PDT 2009","NO_QUERY","richardrixham","@ianibbo My &quot;Unlimited&quot; data contract is 500Mb a month. �5 from Orange. I don't think that's too bad "
"4","2013537347","Tue Jun 02 22:55:24 PDT 2009","NO_QUERY","pau_is_heart","@mileycyrus im so excited bout the announcement "
"0","2298010824","Tue Jun 23 11:08:48 PDT 2009","NO_QUERY","LoveMirabelle","no Del Mar Fair today  maybe next week, Most Importantly hope my older Kuya is okay"
"0","1962900387","Fri May 29 11:53:28 PDT 2009","NO_QUERY","Fizzerella","I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!"
"4","1550966150","Sat Apr 18 07:46:09 PDT 2009","NO_QUERY","evarut08","I'm off to watch the football "
"4","1993079594","Mon Jun 01 09:47:54 PDT 2009","NO_QUERY","TheCandleRanch","@HauteCowgirl Please post RadioShow information for today, I have shared with my followers and most are looking for post "
"0","2326197658","Thu Jun 25 06:41:46 PDT 2009","NO_QUERY","PetiteTarte","I forgot to stretch yesterday and now I'm banished from toys for 5 days as punishment "
"4","2046126867","Fri Jun 05 11:43:52 PDT 2009","NO_QUERY","szalaiszilvi","@lillaszalay http://twitpic.com/6ogsd - moving is chaotic "
"0","2263022113","Sat Jun 20 23:46:13 PDT 2009","NO_QUERY","RatFancyRattery","FANCY &amp; ATREYU LITTER ADOPTED OUT TODAY  HAPPY BUT SAD"
"4","2063022276","Sun Jun 07 01:05:40 PDT 2009","NO_QUERY","psychedelicgail","I'm staying in afterall. "
"0","1973273984","Sat May 30 10:49:53 PDT 2009","NO_QUERY","huma_rashid","@SohanaB when I transpose ppl/things, I either use drop shdw, light brush, or burn depending on bckgrnd. My shadows aren't natrly there. "
"0","2214158877","Wed Jun 17 16:20:57 PDT 2009","NO_QUERY","markbajcz","shouldnt have eaten that hotdog "
"4","2015313110","Wed Jun 03 04:19:25 PDT 2009","NO_QUERY","ashleymilli","i have a HUGE!! trig test in math today . and i work tonight  double bummer. 1 1/2 weeks of school left! "
"0","2211600879","Wed Jun 17 13:03:14 PDT 2009","NO_QUERY","blue10shadow","Bout to do some WORK at home  then off to work on my body at the gym!!!!! LLS"
"0","1827839032","Sun May 17 11:33:15 PDT 2009","NO_QUERY","RoyalBoi","Going put flowers on my cousin grave. One mistake cost him his life. And cost me a life time of guilt.  dayum hurts bad!!!!!"
"4","2000289562","Mon Jun 01 21:47:54 PDT 2009","NO_QUERY","JayChasm","hahahahaha yous a cancer baby, sicky! yous a sumer baby like me "
"0","1968082285","Fri May 29 20:43:37 PDT 2009","NO_QUERY","Anime81","@hello_jodie I've got another f***ing paper to write. Sucks buttocks.  But good news is that I get to go partay tomorrow! Woot!"
"0","2213904323","Wed Jun 17 16:00:13 PDT 2009","NO_QUERY","radiofreejohn","@julipuli I think it is illegal. Basically smokers can claim that they cannot control the wind, but I can control my aim "
"4","2065132899","Sun Jun 07 07:57:59 PDT 2009","NO_QUERY","MollyJ87","http://twitpic.com/6twzm - Walmart isnt the only saving place  LMAO! GO TO CHURCH PEOPLE!"
"4","2015490722","Wed Jun 03 04:48:14 PDT 2009","NO_QUERY","ccimdina","Can't read mind... Pokerfacee(8) haha new day.. Smilee "
"0","1980078422","Sun May 31 05:36:32 PDT 2009","NO_QUERY","lykaorhel","@paosayswhat ohh..it's the plains and prints show right? i wanna watch that too! "
"4","2178790446","Mon Jun 15 08:12:31 PDT 2009","NO_QUERY","amandagilmore89","Another long trip...on our way to kansas. Dad will be here this weekend "
"0","2200734573","Tue Jun 16 19:18:00 PDT 2009","NO_QUERY","i_knowmyrank","I have a headache! "
"0","1975450988","Sat May 30 15:11:02 PDT 2009","NO_QUERY","ryanzanthony","@mileycyrus : TMNT? Is it good? I haven't see it yet  http://myloc.me/27KI"
"0","2261296036","Sat Jun 20 20:34:09 PDT 2009","NO_QUERY","originalguera","been almost 2 months and no Drink "
"0","2011568795","Tue Jun 02 19:13:27 PDT 2009","NO_QUERY","shantchuason","@itsNICKJONAS i want a brother like Frankie, but all i get is my stealing-cookie- brother "
